layer,alignment,rank,count,energy_ratio_mean,energy_ratio_std,effective_rank_mean,effective_rank_std,stable_rank_mean,stable_rank_std
0,frame_spatial_centered,1,14,0.16225421549151545,0.04401961905975866,43.29373770349017,18.754624157995696,6.841275275312943,1.7468253671717506
0,frame_spatial_centered,16,14,0.692420697628693,0.12089795966183008,43.29373770349017,18.754624157995696,6.841275275312943,1.7468253671717506
0,frame_spatial_centered,2,14,0.2559057054437402,0.0623653482885947,43.29373770349017,18.754624157995696,6.841275275312943,1.7468253671717506
0,frame_spatial_centered,32,14,0.8281498278733874,0.08400553826425564,43.29373770349017,18.754624157995696,6.841275275312943,1.7468253671717506
0,frame_spatial_centered,4,14,0.38404329670392906,0.09108455452287585,43.29373770349017,18.754624157995696,6.841275275312943,1.7468253671717506
0,frame_spatial_centered,64,14,0.9278739830599675,0.04389722370271865,43.29373770349017,18.754624157995696,6.841275275312943,1.7468253671717506
0,frame_spatial_centered,8,14,0.5450964189730847,0.14361201860241446,43.29373770349017,18.754624157995696,6.841275275312943,1.7468253671717506
0,frame_spatial_raw,1,14,0.3962326522673819,0.17790493865358817,25.73750087495193,18.034225091897213,3.400871275513075,1.8718636027431668
0,frame_spatial_raw,16,14,0.7749586592594123,0.11195029419630403,25.73750087495193,18.034225091897213,3.400871275513075,1.8718636027431668
0,frame_spatial_raw,2,14,0.48089546367905905,0.16470444198293346,25.73750087495193,18.034225091897213,3.400871275513075,1.8718636027431668
0,frame_spatial_raw,32,14,0.8727982759690746,0.07798567926186845,25.73750087495193,18.034225091897213,3.400871275513075,1.8718636027431668
0,frame_spatial_raw,4,14,0.5714382182044073,0.1521600283916181,25.73750087495193,18.034225091897213,3.400871275513075,1.8718636027431668
0,frame_spatial_raw,64,14,0.9459289326475708,0.04070072310199302,25.73750087495193,18.034225091897213,3.400871275513075,1.8718636027431668
0,frame_spatial_raw,8,14,0.6703016688071838,0.1375077052981996,25.73750087495193,18.034225091897213,3.400871275513075,1.8718636027431668
0,frame_spatial_token_normalized,1,14,0.21361425980082904,0.07381223790519234,34.87647687593285,17.404835352675942,5.413200573456146,1.469959989795284
0,frame_spatial_token_normalized,16,14,0.7494017831766853,0.1154241593833554,34.87647687593285,17.404835352675942,5.413200573456146,1.469959989795284
0,frame_spatial_token_normalized,2,14,0.31114368523287467,0.08244367758019484,34.87647687593285,17.404835352675942,5.413200573456146,1.469959989795284
0,frame_spatial_token_normalized,32,14,0.8591818133510636,0.07858577462619112,34.87647687593285,17.404835352675942,5.413200573456146,1.469959989795284
0,frame_spatial_token_normalized,4,14,0.4376783487236491,0.09444828389178839,34.87647687593285,17.404835352675942,5.413200573456146,1.469959989795284
0,frame_spatial_token_normalized,64,14,0.9369282257617382,0.04097319052989113,34.87647687593285,17.404835352675942,5.413200573456146,1.469959989795284
0,frame_spatial_token_normalized,8,14,0.6073158007643055,0.13762197475395888,34.87647687593285,17.404835352675942,5.413200573456146,1.469959989795284
0,hidden_aligned_temporal,1,14,0.6339484438381542,0.20792188091286362,4.689269061533149,2.7075945847559786,1.737157153441268,0.5090465954754015
0,hidden_aligned_temporal,16,14,1.0,1.9904554826606252e-16,4.689269061533149,2.7075945847559786,1.737157153441268,0.5090465954754015
0,hidden_aligned_temporal,2,14,0.7586579148344559,0.1730234397056336,4.689269061533149,2.7075945847559786,1.737157153441268,0.5090465954754015
0,hidden_aligned_temporal,32,14,1.0,1.9904554826606252e-16,4.689269061533149,2.7075945847559786,1.737157153441268,0.5090465954754015
0,hidden_aligned_temporal,4,14,0.837663448375351,0.1328030385255002,4.689269061533149,2.7075945847559786,1.737157153441268,0.5090465954754015
0,hidden_aligned_temporal,64,14,1.0,1.9904554826606252e-16,4.689269061533149,2.7075945847559786,1.737157153441268,0.5090465954754015
0,hidden_aligned_temporal,8,14,0.9231776792262948,0.06872174606135756,4.689269061533149,2.7075945847559786,1.737157153441268,0.5090465954754015
0,hidden_aligned_temporal_change,1,14,0.42528877170217877,0.28319477216962446,7.056228228863745,4.537440755816802,2.877846525126052,1.8561923698486513
0,hidden_aligned_temporal_change,16,14,0.9285714285714286,0.2575393768188564,7.056228228863745,4.537440755816802,2.877846525126052,1.8561923698486513
0,hidden_aligned_temporal_change,2,14,0.5357114066091454,0.2843317372749403,7.056228228863745,4.537440755816802,2.877846525126052,1.8561923698486513
0,hidden_aligned_temporal_change,32,14,0.9285714285714286,0.2575393768188564,7.056228228863745,4.537440755816802,2.877846525126052,1.8561923698486513
0,hidden_aligned_temporal_change,4,14,0.6563782617920637,0.25961483235257665,7.056228228863745,4.537440755816802,2.877846525126052,1.8561923698486513
0,hidden_aligned_temporal_change,64,14,0.9285714285714286,0.2575393768188564,7.056228228863745,4.537440755816802,2.877846525126052,1.8561923698486513
0,hidden_aligned_temporal_change,8,14,0.8087616909547597,0.24406044404521632,7.056228228863745,4.537440755816802,2.877846525126052,1.8561923698486513
0,history_feature_subspace,1,14,0.3482634621843247,0.1803417099772231,31.300106429388602,21.277786006485787,3.597350749570015,1.778481575019577
0,history_feature_subspace,16,14,0.7407761707379293,0.11619534039455338,31.300106429388602,21.277786006485787,3.597350749570015,1.778481575019577
0,history_feature_subspace,2,14,0.4458640068942979,0.16617378666176846,31.300106429388602,21.277786006485787,3.597350749570015,1.778481575019577
0,history_feature_subspace,32,14,0.8458303417591797,0.08482027905303724,31.300106429388602,21.277786006485787,3.597350749570015,1.778481575019577
0,history_feature_subspace,4,14,0.5360110441723926,0.15472468611253196,31.300106429388602,21.277786006485787,3.597350749570015,1.778481575019577
0,history_feature_subspace,64,14,0.925749298835476,0.0490842239184572,31.300106429388602,21.277786006485787,3.597350749570015,1.778481575019577
0,history_feature_subspace,8,14,0.6346221577614564,0.14107294439110593,31.300106429388602,21.277786006485787,3.597350749570015,1.778481575019577
0,history_feature_subspace_centered,1,14,0.16974919218159484,0.0620741787440307,49.7571272695359,22.923087435518312,6.634506880501009,2.2633320034254822
0,history_feature_subspace_centered,16,14,0.6609202831135982,0.1238320482021417,49.7571272695359,22.923087435518312,6.634506880501009,2.2633320034254822
0,history_feature_subspace_centered,2,14,0.25614568264834786,0.0706574414480712,49.7571272695359,22.923087435518312,6.634506880501009,2.2633320034254822
0,history_feature_subspace_centered,32,14,0.7989205817451747,0.08993040789227995,49.7571272695359,22.923087435518312,6.634506880501009,2.2633320034254822
0,history_feature_subspace_centered,4,14,0.375423999121865,0.09323458944843918,49.7571272695359,22.923087435518312,6.634506880501009,2.2633320034254822
0,history_feature_subspace_centered,64,14,0.9037149342866846,0.05216273446258812,49.7571272695359,22.923087435518312,6.634506880501009,2.2633320034254822
0,history_feature_subspace_centered,8,14,0.5213082961088494,0.1450961266568457,49.7571272695359,22.923087435518312,6.634506880501009,2.2633320034254822
0,history_feature_subspace_token_normalized,1,14,0.1841642001206901,0.052936371460992,42.50580713880853,20.74927202878681,5.88891300690818,1.6948408212834754
0,history_feature_subspace_token_normalized,16,14,0.7164810265204203,0.12283975227232825,42.50580713880853,20.74927202878681,5.88891300690818,1.6948408212834754
0,history_feature_subspace_token_normalized,2,14,0.2758749736193398,0.07168642078907074,42.50580713880853,20.74927202878681,5.88891300690818,1.6948408212834754
0,history_feature_subspace_token_normalized,32,14,0.8358942214958841,0.08637627325265097,42.50580713880853,20.74927202878681,5.88891300690818,1.6948408212834754
0,history_feature_subspace_token_normalized,4,14,0.39572851381147484,0.09416226259943282,42.50580713880853,20.74927202878681,5.88891300690818,1.6948408212834754
0,history_feature_subspace_token_normalized,64,14,0.9184618150906623,0.04893820526235694,42.50580713880853,20.74927202878681,5.88891300690818,1.6948408212834754
0,history_feature_subspace_token_normalized,8,14,0.561642896720639,0.14351508801107563,42.50580713880853,20.74927202878681,5.88891300690818,1.6948408212834754
0,pixel_aligned_temporal,1,14,0.6088469051460292,0.2031600583402436,4.955616493695173,2.7804953065349847,1.8115935113806536,0.5276339159042189
0,pixel_aligned_temporal,16,14,1.0,1.9904554826606252e-16,4.955616493695173,2.7804953065349847,1.8115935113806536,0.5276339159042189
0,pixel_aligned_temporal,2,14,0.7418485339816369,0.17181582497906223,4.955616493695173,2.7804953065349847,1.8115935113806536,0.5276339159042189
0,pixel_aligned_temporal,32,14,1.0,1.9904554826606252e-16,4.955616493695173,2.7804953065349847,1.8115935113806536,0.5276339159042189
0,pixel_aligned_temporal,4,14,0.8308504714856418,0.13460338392637056,4.955616493695173,2.7804953065349847,1.8115935113806536,0.5276339159042189
0,pixel_aligned_temporal,64,14,1.0,1.9904554826606252e-16,4.955616493695173,2.7804953065349847,1.8115935113806536,0.5276339159042189
0,pixel_aligned_temporal,8,14,0.9199502539293926,0.07157395524405198,4.955616493695173,2.7804953065349847,1.8115935113806536,0.5276339159042189
0,pixel_aligned_temporal_change,1,14,0.4471649431559713,0.2614843283975788,7.4549903712833245,4.0802587430802975,3.1010091001059656,1.639619477505917
0,pixel_aligned_temporal_change,16,14,1.0,2.3737566748887e-16,7.4549903712833245,4.0802587430802975,3.1010091001059656,1.639619477505917
0,pixel_aligned_temporal_change,2,14,0.570440999713157,0.23990695357266767,7.4549903712833245,4.0802587430802975,3.1010091001059656,1.639619477505917
0,pixel_aligned_temporal_change,32,14,1.0,2.3737566748887e-16,7.4549903712833245,4.0802587430802975,3.1010091001059656,1.639619477505917
0,pixel_aligned_temporal_change,4,14,0.7207454201373815,0.18779094035180788,7.4549903712833245,4.0802587430802975,3.1010091001059656,1.639619477505917
0,pixel_aligned_temporal_change,64,14,1.0,2.3737566748887e-16,7.4549903712833245,4.0802587430802975,3.1010091001059656,1.639619477505917
0,pixel_aligned_temporal_change,8,14,0.8786698536621911,0.09986046970749082,7.4549903712833245,4.0802587430802975,3.1010091001059656,1.639619477505917
0,unaligned_temporal,1,14,0.6353064433964987,0.2071835685683114,4.673646860682328,2.694589001719831,1.7319265124425327,0.5061059870366852
0,unaligned_temporal,16,14,1.0,1.7301576226679928e-16,4.673646860682328,2.694589001719831,1.7319265124425327,0.5061059870366852
0,unaligned_temporal,2,14,0.7589737771213686,0.17255228139207007,4.673646860682328,2.694589001719831,1.7319265124425327,0.5061059870366852
0,unaligned_temporal,32,14,1.0,1.7301576226679928e-16,4.673646860682328,2.694589001719831,1.7319265124425327,0.5061059870366852
0,unaligned_temporal,4,14,0.8378736380610279,0.13233792939350034,4.673646860682328,2.694589001719831,1.7319265124425327,0.5061059870366852
0,unaligned_temporal,64,14,1.0,1.7301576226679928e-16,4.673646860682328,2.694589001719831,1.7319265124425327,0.5061059870366852
0,unaligned_temporal,8,14,0.9232228893869205,0.06874190796474564,4.673646860682328,2.694589001719831,1.7319265124425327,0.5061059870366852
0,unaligned_temporal_change,1,14,0.4232289110380641,0.2842816972517765,7.0876602102532775,4.5578300346275755,2.9124940884464365,1.8911794790654368
0,unaligned_temporal_change,16,14,0.9285714285714286,0.2575393768188564,7.0876602102532775,4.5578300346275755,2.9124940884464365,1.8911794790654368
0,unaligned_temporal_change,2,14,0.5336366726591907,0.2850378643168333,7.0876602102532775,4.5578300346275755,2.9124940884464365,1.8911794790654368
