model_variant,split,route,rank,records,content_output_relative_l2,post_adaptive_rank16_output_relative_l2,post_adaptive_rank16_per_tile_output_relative_l2,post_adaptive_rank16_worst_record_relative_l2,post_adaptive_rank16_p95_record_relative_l2,post_adaptive_rank16_worst_tile_relative_l2,rank_required_for_1pct_record_gate_mean,rank_required_for_1pct_record_gate_max,oracle_aggregate_gate,oracle_worst_gate
calibration_frozen,calibration,oracle_trajectory_width_family,16,24,0.07443646471620168,0.016403174769997822,0.010544469613342728,0.03549504256082119,0.031042581863165507,0.033374913789502234,24.75,57,False,False
calibration_frozen,calibration,oracle_trajectory_width_fixed64,16,24,0.09153578853793036,0.02613104566872099,0.015865048603031253,0.05369771221313767,0.0501212102337719,0.04496622824126711,37.916666666666664,73,False,False
calibration_frozen,calibration,oracle_trajectory_width_semantic64,16,24,0.06909511506821214,0.017810475581708788,0.011521214951114718,0.03743955393095826,0.031042581863165507,0.033374913789502234,26.583333333333332,56,False,False
calibration_frozen,calibration,oracle_trajectory_width_value64,16,24,0.06466213974506256,0.018029822446774486,0.011846492666617641,0.03799076737889238,0.03271548825490103,0.036244232923810675,27.375,57,False,False
calibration_frozen,calibration,proxy_fixed64_qk,16,24,0.09153578853793036,0.02613104566872099,0.015865048603031253,0.05369771221313767,0.0501212102337719,0.04496622824126711,37.916666666666664,73,False,False
calibration_frozen,calibration,proxy_svg2_style_semantic64,16,24,0.06909511506821214,0.017810475581708788,0.011521214951114718,0.03743955393095826,0.031042581863165507,0.033374913789502234,26.583333333333332,56,False,False
calibration_frozen,calibration,proxy_value_aware_semantic64,16,24,0.06466213974506256,0.018029822446774486,0.011846492666617641,0.03799076737889238,0.03271548825490103,0.036244232923810675,27.375,57,False,False
calibration_frozen,test,oracle_trajectory_width_family,16,12,0.09917224121705147,0.02079330990034951,0.013303628517116703,0.03447687642026985,0.03447687642026985,0.032506847460427,32.75,55,False,False
calibration_frozen,test,oracle_trajectory_width_fixed64,16,12,0.0943443057220453,0.029596420159783133,0.018599061214455575,0.05361213415468896,0.05361213415468896,0.04018597549931983,46.583333333333336,66,False,False
calibration_frozen,test,oracle_trajectory_width_semantic64,16,12,0.109795108793976,0.021572795838166736,0.013683753931091216,0.0339438275820779,0.0339438275820779,0.032664018723768,32.75,52,False,False
calibration_frozen,test,oracle_trajectory_width_value64,16,12,0.10009045760090461,0.02311256141483057,0.014809294671816532,0.0377890831070512,0.0377890831070512,0.036473949010088706,34.416666666666664,57,False,False
calibration_frozen,test,proxy_fixed64_qk,16,12,0.0943443057220453,0.029596420159783133,0.018599061214455575,0.05361213415468896,0.05361213415468896,0.04018597549931983,46.583333333333336,66,False,False
calibration_frozen,test,proxy_svg2_style_semantic64,16,12,0.109795108793976,0.021572795838166736,0.013683753931091216,0.0339438275820779,0.0339438275820779,0.032664018723768,32.75,52,False,False
calibration_frozen,test,proxy_value_aware_semantic64,16,12,0.10009045760090461,0.02311256141483057,0.014809294671816532,0.0377890831070512,0.0377890831070512,0.036473949010088706,34.416666666666664,57,False,False
calibration_frozen,validation,oracle_trajectory_width_family,16,12,0.08640502301829017,0.02074053145493459,0.012920098608757362,0.040492962207185894,0.040492962207185894,0.0350060381868485,30.0,62,False,False
calibration_frozen,validation,oracle_trajectory_width_fixed64,16,12,0.0942640352075761,0.026662207475962603,0.016599046582141157,0.05707035682684614,0.05707035682684614,0.042416826226784936,41.083333333333336,69,False,False
calibration_frozen,validation,oracle_trajectory_width_semantic64,16,12,0.12765169015064945,0.02770086738697332,0.018780335822887132,0.05583229641492429,0.05583229641492429,0.053985326209791705,33.0,65,False,False
calibration_frozen,validation,oracle_trajectory_width_value64,16,12,0.10367496114071577,0.02586157962442161,0.01713591669578843,0.05387105784538038,0.05387105784538038,0.05287071365226372,32.916666666666664,67,False,False
calibration_frozen,validation,proxy_fixed64_qk,16,12,0.0942640352075761,0.026662207475962603,0.016599046582141157,0.05707035682684614,0.05707035682684614,0.042416826226784936,41.083333333333336,69,False,False
calibration_frozen,validation,proxy_svg2_style_semantic64,16,12,0.12765169015064945,0.02770086738697332,0.018780335822887132,0.05583229641492429,0.05583229641492429,0.053985326209791705,33.0,65,False,False
calibration_frozen,validation,proxy_value_aware_semantic64,16,12,0.10367496114071577,0.02586157962442161,0.01713591669578843,0.05387105784538038,0.05387105784538038,0.05287071365226372,32.916666666666664,67,False,False
transductive_capacity,transductive_fit,oracle_trajectory_width_family,16,48,0.08419704674169758,0.018544932598265264,0.011804647046621328,0.03828999999084409,0.03452334925717608,0.03364143939754941,28.041666666666668,59,False,False
transductive_capacity,transductive_fit,oracle_trajectory_width_fixed64,16,48,0.09286071166776665,0.02700802477129935,0.016737330804207404,0.05611929100318336,0.05190571456434514,0.04602012721190419,40.6875,74,False,False
