case,head,method,requested_token_budget,actual_critical_tokens,rank,keys,representation_ratio_full_n,attention_rel_fro,output_rel_l2,output_cosine,critical_mass
f81,0,block128_oracle,256,256,32,32760,0.009768009768009768,0.2243216335773468,0.07458075135946274,0.9972150325775146,0.030667463317513466
f81,0,block128_oracle,256,256,64,32760,0.011721611721611722,0.1885017603635788,0.059196896851062775,0.9982461929321289,0.030667463317513466
f81,0,token_topk_oracle,512,512,8,32760,0.016117216117216115,0.3278329372406006,0.1273636668920517,0.9918853044509888,0.08527339994907379
f81,0,token_topk_oracle,512,512,16,32760,0.016605616605616606,0.2940232753753662,0.07781995832920074,0.9969710111618042,0.08527339994907379
f81,0,token_topk_oracle,512,512,32,32760,0.017582417582417582,0.27059388160705566,0.05679720267653465,0.9983870387077332,0.08527339994907379
f81,0,token_topk_oracle,512,512,64,32760,0.019536019536019536,0.2401328682899475,0.04670040309429169,0.9989094734191895,0.08527339994907379
f81,0,block16_oracle,512,512,8,32760,0.016117216117216115,0.3505086600780487,0.20256751775741577,0.9792712926864624,0.06557594984769821
f81,0,block16_oracle,512,512,16,32760,0.016605616605616606,0.30356064438819885,0.10563480108976364,0.9944050908088684,0.06557594984769821
f81,0,block16_oracle,512,512,32,32760,0.017582417582417582,0.2722329795360565,0.08163557201623917,0.9966621994972229,0.06557594984769821
f81,0,block16_oracle,512,512,64,32760,0.019536019536019536,0.22897998988628387,0.06881868839263916,0.9976291656494141,0.06557594984769821
f81,0,block32_oracle,512,512,8,32760,0.016117216117216115,0.3528154194355011,0.20508740842342377,0.9787458777427673,0.06276579201221466
f81,0,block32_oracle,512,512,16,32760,0.016605616605616606,0.30259549617767334,0.119791179895401,0.9927992224693298,0.06276579201221466
f81,0,block32_oracle,512,512,32,32760,0.017582417582417582,0.2700918912887573,0.08409973233938217,0.9964573383331299,0.06276579201221466
f81,0,block32_oracle,512,512,64,32760,0.019536019536019536,0.22616390883922577,0.06730213761329651,0.9977326393127441,0.06276579201221466
f81,0,block64_oracle,512,512,8,32760,0.016117216117216115,0.3543819487094879,0.20673002302646637,0.9783998131752014,0.06084095314145088
f81,0,block64_oracle,512,512,16,32760,0.016605616605616606,0.30262431502342224,0.12206863611936569,0.9925218820571899,0.06084095314145088
f81,0,block64_oracle,512,512,32,32760,0.017582417582417582,0.26779860258102417,0.0873781219124794,0.9961752891540527,0.06084095314145088
f81,0,block64_oracle,512,512,64,32760,0.019536019536019536,0.22048161923885345,0.06957143545150757,0.9975769519805908,0.06084095314145088
f81,0,block128_oracle,512,512,8,32760,0.016117216117216115,0.35502174496650696,0.2073262333869934,0.9782732129096985,0.06024518981575966
f81,0,block128_oracle,512,512,16,32760,0.016605616605616606,0.3023906946182251,0.12047110497951508,0.992716908454895,0.06024518981575966
f81,0,block128_oracle,512,512,32,32760,0.017582417582417582,0.2653365135192871,0.08778678625822067,0.9961392879486084,0.06024518981575966
f81,0,block128_oracle,512,512,64,32760,0.019536019536019536,0.21379098296165466,0.07406482100486755,0.99725341796875,0.06024518981575966
f81,0,token_topk_oracle,1024,1024,8,32760,0.031746031746031744,0.34650278091430664,0.1046902984380722,0.9945452213287354,0.1514066606760025
f81,0,token_topk_oracle,1024,1024,16,32760,0.03223443223443223,0.320557564496994,0.08063942193984985,0.99675452709198,0.1514066606760025
f81,0,token_topk_oracle,1024,1024,32,32760,0.03321123321123321,0.2907252907752991,0.07370404154062271,0.9972888231277466,0.1514066606760025
f81,0,token_topk_oracle,1024,1024,64,32760,0.035164835164835165,0.25383299589157104,0.04692321643233299,0.9988993406295776,0.1514066606760025
f81,0,block16_oracle,1024,1024,8,32760,0.031746031746031744,0.3815831243991852,0.19163727760314941,0.9814745783805847,0.12316449731588364
f81,0,block16_oracle,1024,1024,16,32760,0.03223443223443223,0.3431190550327301,0.11433888226747513,0.9934430122375488,0.12316449731588364
