case,head,method,requested_token_budget,actual_critical_tokens,rank,keys,representation_ratio_full_n,attention_rel_fro,output_rel_l2,output_cosine,critical_mass
f81,2,block16_oracle,64,64,16,32760,0.0029304029304029304,0.09051663428544998,0.028858475387096405,0.9995834827423096,0.0031081102788448334
f81,2,block16_oracle,64,64,32,32760,0.003907203907203907,0.0740981176495552,0.022570379078388214,0.9997451901435852,0.0031081102788448334
f81,2,block16_oracle,64,64,64,32760,0.005860805860805861,0.059125836938619614,0.013048266060650349,0.9999147653579712,0.0031081102788448334
f81,2,block32_oracle,64,64,8,32760,0.002442002442002442,0.14063876867294312,0.06741934269666672,0.9977246522903442,0.0029078186489641666
f81,2,block32_oracle,64,64,16,32760,0.0029304029304029304,0.08927621692419052,0.029015472158789635,0.9995788931846619,0.0029078186489641666
f81,2,block32_oracle,64,64,32,32760,0.003907203907203907,0.07314285635948181,0.022236160933971405,0.9997527599334717,0.0029078186489641666
f81,2,block32_oracle,64,64,64,32760,0.005860805860805861,0.05876987800002098,0.012966446578502655,0.9999158382415771,0.0029078186489641666
f81,2,block64_oracle,64,64,8,32760,0.002442002442002442,0.1401139497756958,0.06733892858028412,0.9977301359176636,0.0028029459062963724
f81,2,block64_oracle,64,64,16,32760,0.0029304029304029304,0.08848877996206284,0.02914145402610302,0.9995751976966858,0.0028029459062963724
f81,2,block64_oracle,64,64,32,32760,0.003907203907203907,0.072316013276577,0.022042617201805115,0.9997568726539612,0.0028029459062963724
f81,2,block64_oracle,64,64,64,32760,0.005860805860805861,0.05780914053320885,0.013335863128304482,0.9999109506607056,0.0028029459062963724
f81,2,block128_oracle,64,128,8,32760,0.004395604395604396,0.14859648048877716,0.06690853089094162,0.9977589845657349,0.005479379557073116
f81,2,block128_oracle,64,128,16,32760,0.004884004884004884,0.1031707301735878,0.028873808681964874,0.9995830059051514,0.005479379557073116
f81,2,block128_oracle,64,128,32,32760,0.005860805860805861,0.08896052837371826,0.022632231935858727,0.9997438192367554,0.005479379557073116
f81,2,block128_oracle,64,128,64,32760,0.007814407814407814,0.07439511269330978,0.016487538814544678,0.9998639822006226,0.005479379557073116
f81,2,token_topk_oracle,128,128,8,32760,0.004395604395604396,0.1631537228822708,0.07925938069820404,0.9968541264533997,0.011780882254242897
f81,2,token_topk_oracle,128,128,16,32760,0.004884004884004884,0.12652289867401123,0.027537036687135696,0.999620795249939,0.011780882254242897
f81,2,token_topk_oracle,128,128,32,32760,0.005860805860805861,0.11079413443803787,0.024644751101732254,0.9996961951255798,0.011780882254242897
f81,2,token_topk_oracle,128,128,64,32760,0.007814407814407814,0.09533194452524185,0.016795486211776733,0.9998588562011719,0.011780882254242897
f81,2,block16_oracle,128,128,8,32760,0.004395604395604396,0.15059037506580353,0.06675784289836884,0.9977691173553467,0.006081890314817429
f81,2,block16_oracle,128,128,16,32760,0.004884004884004884,0.1056707501411438,0.0284271277487278,0.9995957612991333,0.006081890314817429
f81,2,block16_oracle,128,128,32,32760,0.005860805860805861,0.09039292484521866,0.02318672277033329,0.9997310638427734,0.006081890314817429
f81,2,block16_oracle,128,128,64,32760,0.007814407814407814,0.07549156993627548,0.01546418946236372,0.9998803734779358,0.006081890314817429
f81,2,block32_oracle,128,128,8,32760,0.004395604395604396,0.1495613008737564,0.06693235784769058,0.9977573752403259,0.005734188016504049
f81,2,block32_oracle,128,128,16,32760,0.004884004884004884,0.10430069267749786,0.028614256531000137,0.9995905160903931,0.005734188016504049
f81,2,block32_oracle,128,128,32,32760,0.005860805860805861,0.08966834843158722,0.023834001272916794,0.9997159242630005,0.005734188016504049
f81,2,block32_oracle,128,128,64,32760,0.007814407814407814,0.07516182214021683,0.015759551897644997,0.9998757839202881,0.005734188016504049
f81,2,block64_oracle,128,128,8,32760,0.004395604395604396,0.1487814038991928,0.06689818203449249,0.9977597594261169,0.005555053241550922
f81,2,block64_oracle,128,128,16,32760,0.004884004884004884,0.10323511064052582,0.028751395642757416,0.9995865821838379,0.005555053241550922
f81,2,block64_oracle,128,128,32,32760,0.005860805860805861,0.08880804479122162,0.0234647486358881,0.9997246861457825,0.005555053241550922
f81,2,block64_oracle,128,128,64,32760,0.007814407814407814,0.07411521673202515,0.01576824299991131,0.9998756647109985,0.005555053241550922
f81,2,block128_oracle,128,128,8,32760,0.004395604395604396,0.14859646558761597,0.06690849363803864,0.9977590441703796,0.005479379557073116
f81,2,block128_oracle,128,128,16,32760,0.004884004884004884,0.10317068547010422,0.028873419389128685,0.9995831251144409,0.005479379557073116
f81,2,block128_oracle,128,128,32,32760,0.005860805860805861,0.08896780759096146,0.02265327237546444,0.9997432827949524,0.005479379557073116
f81,2,block128_oracle,128,128,64,32760,0.007814407814407814,0.07443435490131378,0.01613171026110649,0.9998698234558105,0.005479379557073116
f81,2,token_topk_oracle,256,256,8,32760,0.008302808302808303,0.17991001904010773,0.07641131430864334,0.997076690196991,0.02143184095621109
f81,2,token_topk_oracle,256,256,16,32760,0.008791208791208791,0.14886631071567535,0.031138204038143158,0.9995149970054626,0.02143184095621109
f81,2,token_topk_oracle,256,256,32,32760,0.009768009768009768,0.13181869685649872,0.02385997772216797,0.9997153282165527,0.02143184095621109
f81,2,token_topk_oracle,256,256,64,32760,0.011721611721611722,0.11544232070446014,0.018084460869431496,0.9998365044593811,0.02143184095621109
f81,2,block16_oracle,256,256,8,32760,0.008302808302808303,0.16611248254776,0.06566985696554184,0.9978413581848145,0.011868255212903023
f81,2,block16_oracle,256,256,16,32760,0.008791208791208791,0.12842637300491333,0.028478773310780525,0.9995943307876587,0.011868255212903023
f81,2,block16_oracle,256,256,32,32760,0.009768009768009768,0.11274589598178864,0.024388369172811508,0.9997024536132812,0.011868255212903023
f81,2,block16_oracle,256,256,64,32760,0.011721611721611722,0.09621011465787888,0.018038000911474228,0.9998372197151184,0.011868255212903023
f81,2,block32_oracle,256,256,8,32760,0.008302808302808303,0.16491256654262543,0.06600335240364075,0.9978193640708923,0.011277224868535995
f81,2,block32_oracle,256,256,16,32760,0.008791208791208791,0.12711140513420105,0.027985358610749245,0.9996082186698914,0.011277224868535995
f81,2,block32_oracle,256,256,32,32760,0.009768009768009768,0.11194261163473129,0.024535322561860085,0.9996988773345947,0.011277224868535995
f81,2,block32_oracle,256,256,64,32760,0.011721611721611722,0.09500154852867126,0.018691526725888252,0.9998253583908081,0.011277224868535995
f81,2,block64_oracle,256,256,8,32760,0.008302808302808303,0.16389544308185577,0.06621069461107254,0.9978057146072388,0.010977434925734997
f81,2,block64_oracle,256,256,16,32760,0.008791208791208791,0.1259513646364212,0.028274253010749817,0.9996001720428467,0.010977434925734997
f81,2,block64_oracle,256,256,32,32760,0.009768009768009768,0.11133129894733429,0.024296725168824196,0.9997047781944275,0.010977434925734997
f81,2,block64_oracle,256,256,64,32760,0.011721611721611722,0.09356024116277695,0.019339919090270996,0.9998129606246948,0.010977434925734997
f81,2,block128_oracle,256,256,8,32760,0.008302808302808303,0.1637420654296875,0.06617724150419235,0.9978078007698059,0.010855643078684807
f81,2,block128_oracle,256,256,16,32760,0.008791208791208791,0.12587416172027588,0.028718149289488792,0.9995875358581543,0.010855643078684807
f81,2,block128_oracle,256,256,32,32760,0.009768009768009768,0.11101703345775604,0.025093061849474907,0.9996851086616516,0.010855643078684807
f81,2,block128_oracle,256,256,64,32760,0.011721611721611722,0.09104076027870178,0.020404595881700516,0.9997917413711548,0.010855643078684807
f81,2,token_topk_oracle,512,512,8,32760,0.016117216117216115,0.20230107009410858,0.06887638568878174,0.9976258277893066,0.03885022550821304
f81,2,token_topk_oracle,512,512,16,32760,0.016605616605616606,0.1756502389907837,0.034499213099479675,0.9994046688079834,0.03885022550821304
f81,2,token_topk_oracle,512,512,32,32760,0.017582417582417582,0.15638627111911774,0.021748052909970284,0.9997634887695312,0.03885022550821304
f81,2,token_topk_oracle,512,512,64,32760,0.019536019536019536,0.13835002481937408,0.01828160136938095,0.9998327493667603,0.03885022550821304
f81,2,block16_oracle,512,512,8,32760,0.016117216117216115,0.1903626024723053,0.06402809917926788,0.9979480504989624,0.023087983950972557
f81,2,block16_oracle,512,512,16,32760,0.016605616605616606,0.1591525375843048,0.033771660178899765,0.9994295835494995,0.023087983950972557
f81,2,block16_oracle,512,512,32,32760,0.017582417582417582,0.1401756852865219,0.02556893229484558,0.9996730089187622,0.023087983950972557
f81,2,block16_oracle,512,512,64,32760,0.019536019536019536,0.11971445381641388,0.020623093470931053,0.9997872114181519,0.023087983950972557
f81,2,block32_oracle,512,512,8,32760,0.016117216117216115,0.1892137974500656,0.06476922333240509,0.9979002475738525,0.022098775953054428
f81,2,block32_oracle,512,512,16,32760,0.016605616605616606,0.15779705345630646,0.033889975398778915,0.9994255304336548,0.022098775953054428
f81,2,block32_oracle,512,512,32,32760,0.017582417582417582,0.13836415112018585,0.02603595145046711,0.9996609687805176,0.022098775953054428
f81,2,block32_oracle,512,512,64,32760,0.019536019536019536,0.1166907399892807,0.021282603964209557,0.999773383140564,0.022098775953054428
f81,2,block64_oracle,512,512,8,32760,0.016117216117216115,0.188320592045784,0.06501971185207367,0.9978839159011841,0.021619059145450592
f81,2,block64_oracle,512,512,16,32760,0.016605616605616606,0.15682543814182281,0.034536443650722504,0.9994034171104431,0.021619059145450592
f81,2,block64_oracle,512,512,32,32760,0.017582417582417582,0.1362713873386383,0.026484521105885506,0.9996492266654968,0.021619059145450592
f81,2,block64_oracle,512,512,64,32760,0.019536019536019536,0.11158876121044159,0.02238558977842331,0.9997493028640747,0.021619059145450592
f81,2,block128_oracle,512,512,8,32760,0.016117216117216115,0.18823474645614624,0.06519198417663574,0.9978727102279663,0.021431520581245422
f81,2,block128_oracle,512,512,16,32760,0.016605616605616606,0.15687407553195953,0.0347876101732254,0.9993946552276611,0.021431520581245422
f81,2,block128_oracle,512,512,32,32760,0.017582417582417582,0.13504022359848022,0.026853147894144058,0.9996393322944641,0.021431520581245422
f81,2,block128_oracle,512,512,64,32760,0.019536019536019536,0.10619004815816879,0.023535463958978653,0.999722957611084,0.021431520581245422
f81,2,token_topk_oracle,1024,1024,8,32760,0.031746031746031744,0.2297333925962448,0.05613958463072777,0.9984242916107178,0.07009994238615036
f81,2,token_topk_oracle,1024,1024,16,32760,0.03223443223443223,0.20527729392051697,0.03346554562449455,0.99944007396698,0.07009994238615036
f81,2,token_topk_oracle,1024,1024,32,32760,0.03321123321123321,0.18338780105113983,0.020141595974564552,0.9997971057891846,0.07009994238615036
f81,2,token_topk_oracle,1024,1024,64,32760,0.035164835164835165,0.16318783164024353,0.0164959654211998,0.9998639822006226,0.07009994238615036
f81,2,block16_oracle,1024,1024,8,32760,0.031746031746031744,0.22404101490974426,0.06189173460006714,0.9980827569961548,0.04472005367279053
f81,2,block16_oracle,1024,1024,16,32760,0.03223443223443223,0.19547009468078613,0.04522624611854553,0.9989768266677856,0.04472005367279053
f81,2,block16_oracle,1024,1024,32,32760,0.03321123321123321,0.16950708627700806,0.026983793824911118,0.9996358752250671,0.04472005367279053
f81,2,block16_oracle,1024,1024,64,32760,0.035164835164835165,0.1429988294839859,0.022714128717780113,0.9997420310974121,0.04472005367279053
f81,2,block32_oracle,1024,1024,8,32760,0.031746031746031744,0.22342894971370697,0.063356414437294,0.9979909658432007,0.043110623955726624
f81,2,block32_oracle,1024,1024,16,32760,0.03223443223443223,0.1924872249364853,0.05148503929376602,0.998673677444458,0.043110623955726624
f81,2,block32_oracle,1024,1024,32,32760,0.03321123321123321,0.16499289870262146,0.03159675747156143,0.9995006918907166,0.043110623955726624
f81,2,block32_oracle,1024,1024,64,32760,0.035164835164835165,0.13608969748020172,0.023106079548597336,0.9997329711914062,0.043110623955726624
f81,2,block64_oracle,1024,1024,8,32760,0.031746031746031744,0.22270113229751587,0.06323439627885818,0.9979987144470215,0.0423574335873127
f81,2,block64_oracle,1024,1024,16,32760,0.03223443223443223,0.18947646021842957,0.05420457571744919,0.9985297918319702,0.0423574335873127
f81,2,block64_oracle,1024,1024,32,32760,0.03321123321123321,0.1568378061056137,0.03279046714305878,0.9994621276855469,0.0423574335873127
f81,2,block64_oracle,1024,1024,64,32760,0.035164835164835165,0.12461362779140472,0.023313229903578758,0.9997280836105347,0.0423574335873127
f81,2,block128_oracle,1024,1024,8,32760,0.031746031746031744,0.2226455807685852,0.06351712346076965,0.9979807138442993,0.0420554019510746
f81,2,block128_oracle,1024,1024,16,32760,0.03223443223443223,0.1884864717721939,0.05453607067465782,0.998511791229248,0.0420554019510746
f81,2,block128_oracle,1024,1024,32,32760,0.03321123321123321,0.15220309793949127,0.03351706266403198,0.9994380474090576,0.0420554019510746
f81,2,block128_oracle,1024,1024,64,32760,0.035164835164835165,0.1145612820982933,0.023760374635457993,0.9997175931930542,0.0420554019510746
f81,3,token_topk_oracle,64,64,8,32760,0.002442002442002442,0.09959330409765244,0.04611526057124138,0.998936116695404,0.005143160931766033
f81,3,token_topk_oracle,64,64,16,32760,0.0029304029304029304,0.0824548676609993,0.029181160032749176,0.9995740652084351,0.005143160931766033
f81,3,token_topk_oracle,64,64,32,32760,0.003907203907203907,0.06864462792873383,0.021979786455631256,0.9997584819793701,0.005143160931766033
f81,3,token_topk_oracle,64,64,64,32760,0.005860805860805861,0.055737558752298355,0.012153795920312405,0.9999261498451233,0.005143160931766033
f81,3,block16_oracle,64,64,8,32760,0.002442002442002442,0.08473902195692062,0.0506427101790905,0.9987168312072754,0.002641884610056877
f81,3,block16_oracle,64,64,16,32760,0.0029304029304029304,0.06447545439004898,0.030860470607876778,0.9995236396789551,0.002641884610056877
f81,3,block16_oracle,64,64,32,32760,0.003907203907203907,0.048769403249025345,0.019456753507256508,0.9998106956481934,0.002641884610056877
f81,3,block16_oracle,64,64,64,32760,0.005860805860805861,0.03440437838435173,0.01057364884763956,0.9999441504478455,0.002641884610056877
f81,3,block32_oracle,64,64,8,32760,0.002442002442002442,0.0835752934217453,0.05103394761681557,0.9986969232559204,0.0024288890417665243
f81,3,block32_oracle,64,64,16,32760,0.0029304029304029304,0.06323187053203583,0.030947981402277946,0.999521017074585,0.0024288890417665243
f81,3,block32_oracle,64,64,32,32760,0.003907203907203907,0.04730194807052612,0.02066543884575367,0.9997864961624146,0.0024288890417665243
f81,3,block32_oracle,64,64,64,32760,0.005860805860805861,0.031476713716983795,0.01043424941599369,0.9999455809593201,0.0024288890417665243
f81,3,block64_oracle,64,64,8,32760,0.002442002442002442,0.08261912316083908,0.05124602094292641,0.9986860156059265,0.002318542916327715
f81,3,block64_oracle,64,64,16,32760,0.0029304029304029304,0.061240360140800476,0.031047720462083817,0.9995179176330566,0.002318542916327715
f81,3,block64_oracle,64,64,32,32760,0.003907203907203907,0.04305603727698326,0.022264160215854645,0.9997520446777344,0.002318542916327715
f81,3,block64_oracle,64,64,64,32760,0.005860805860805861,0.02502877078950405,0.009688211604952812,0.9999530911445618,0.002318542916327715
f81,3,block128_oracle,64,128,8,32760,0.004395604395604396,0.09216884523630142,0.05195853114128113,0.9986491799354553,0.004460388794541359
f81,3,block128_oracle,64,128,16,32760,0.004884004884004884,0.07119536399841309,0.03260309621691704,0.9994683861732483,0.004460388794541359
f81,3,block128_oracle,64,128,32,32760,0.005860805860805861,0.05022693797945976,0.024940168485045433,0.9996889233589172,0.004460388794541359
f81,3,block128_oracle,64,128,64,32760,0.007814407814407814,0.029407018795609474,0.01203214656561613,0.9999276995658875,0.004460388794541359
f81,3,token_topk_oracle,128,128,8,32760,0.004395604395604396,0.11422103643417358,0.044175390154123306,0.9990237951278687,0.00951407290995121
f81,3,token_topk_oracle,128,128,16,32760,0.004884004884004884,0.09617587924003601,0.028542514890432358,0.9995925426483154,0.00951407290995121
f81,3,token_topk_oracle,128,128,32,32760,0.005860805860805861,0.08182933926582336,0.02339593693614006,0.9997262358665466,0.00951407290995121
f81,3,token_topk_oracle,128,128,64,32760,0.007814407814407814,0.06807229667901993,0.014164662919938564,0.999899685382843,0.00951407290995121
f81,3,block16_oracle,128,128,8,32760,0.004395604395604396,0.0947190374135971,0.05107896402478218,0.9986945986747742,0.005175321362912655
f81,3,block16_oracle,128,128,16,32760,0.004884004884004884,0.07444153726100922,0.031204918399453163,0.9995130896568298,0.005175321362912655
f81,3,block16_oracle,128,128,32,32760,0.005860805860805861,0.05796535313129425,0.021599074825644493,0.9997667670249939,0.005175321362912655
f81,3,block16_oracle,128,128,64,32760,0.007814407814407814,0.043491728603839874,0.01272561028599739,0.9999191164970398,0.005175321362912655
f81,3,block32_oracle,128,128,8,32760,0.004395604395604396,0.09394463151693344,0.05176214873790741,0.9986594915390015,0.004802108742296696
f81,3,block32_oracle,128,128,16,32760,0.004884004884004884,0.0743703842163086,0.03107164055109024,0.9995172023773193,0.004802108742296696
f81,3,block32_oracle,128,128,32,32760,0.005860805860805861,0.05767510458827019,0.023584047332406044,0.999721884727478,0.004802108742296696
f81,3,block32_oracle,128,128,64,32760,0.007814407814407814,0.041393816471099854,0.012969446368515491,0.9999158382415771,0.004802108742296696
f81,3,block64_oracle,128,128,8,32760,0.004395604395604396,0.09211824834346771,0.05196237564086914,0.9986491203308105,0.004602858796715736
f81,3,block64_oracle,128,128,16,32760,0.004884004884004884,0.07094178348779678,0.031756442040205,0.9994956254959106,0.004602858796715736
f81,3,block64_oracle,128,128,32,32760,0.005860805860805861,0.05156946927309036,0.02391400933265686,0.9997140169143677,0.004602858796715736
f81,3,block64_oracle,128,128,64,32760,0.007814407814407814,0.03203706070780754,0.012269663624465466,0.9999247193336487,0.004602858796715736
f81,3,block128_oracle,128,128,8,32760,0.004395604395604396,0.09216883778572083,0.05195850506424904,0.9986492395401001,0.004460388794541359
f81,3,block128_oracle,128,128,16,32760,0.004884004884004884,0.07119536399841309,0.03260426968336105,0.9994683861732483,0.004460388794541359
f81,3,block128_oracle,128,128,32,32760,0.005860805860805861,0.05022621527314186,0.024942902848124504,0.9996889233589172,0.004460388794541359
f81,3,block128_oracle,128,128,64,32760,0.007814407814407814,0.029310954734683037,0.012207872234284878,0.9999254941940308,0.004460388794541359
f81,3,token_topk_oracle,256,256,8,32760,0.008302808302808303,0.132339209318161,0.04421878978610039,0.9990220069885254,0.01753372885286808
f81,3,token_topk_oracle,256,256,16,32760,0.008791208791208791,0.11356841772794724,0.029807740822434425,0.9995557069778442,0.01753372885286808
f81,3,token_topk_oracle,256,256,32,32760,0.009768009768009768,0.0984293594956398,0.023193353787064552,0.9997310638427734,0.01753372885286808
f81,3,token_topk_oracle,256,256,64,32760,0.011721611721611722,0.08367203176021576,0.01694456674158573,0.9998564124107361,0.01753372885286808
f81,3,block16_oracle,256,256,8,32760,0.008302808302808303,0.11029457300901413,0.052002616226673126,0.9986469149589539,0.010113419033586979
f81,3,block16_oracle,256,256,16,32760,0.008791208791208791,0.08860984444618225,0.032134316861629486,0.9994834661483765,0.010113419033586979
f81,3,block16_oracle,256,256,32,32760,0.009768009768009768,0.0710742324590683,0.024339372292160988,0.9997038245201111,0.010113419033586979
f81,3,block16_oracle,256,256,64,32760,0.011721611721611722,0.0555732361972332,0.014973501674830914,0.9998879432678223,0.010113419033586979
f81,3,block32_oracle,256,256,8,32760,0.008302808302808303,0.1096782386302948,0.052995819598436356,0.9985947608947754,0.009472912177443504
f81,3,block32_oracle,256,256,16,32760,0.008791208791208791,0.08921132981777191,0.03437444195151329,0.9994090795516968,0.009472912177443504
f81,3,block32_oracle,256,256,32,32760,0.009768009768009768,0.07061705738306046,0.025741739198565483,0.9996686577796936,0.009472912177443504
f81,3,block32_oracle,256,256,64,32760,0.011721611721611722,0.05355333536863327,0.016176864504814148,0.999869167804718,0.009472912177443504
f81,3,block64_oracle,256,256,8,32760,0.008302808302808303,0.10704202204942703,0.0531851127743721,0.9985846877098083,0.009117355570197105
f81,3,block64_oracle,256,256,16,32760,0.008791208791208791,0.08452033251523972,0.035702068358659744,0.9993625283241272,0.009117355570197105
f81,3,block64_oracle,256,256,32,32760,0.009768009768009768,0.06411851197481155,0.026701917871832848,0.9996434450149536,0.009117355570197105
f81,3,block64_oracle,256,256,64,32760,0.011721611721611722,0.04406476020812988,0.016296831890940666,0.9998672008514404,0.009117355570197105
f81,3,block128_oracle,256,256,8,32760,0.008302808302808303,0.10761373490095139,0.05321156978607178,0.9985832571983337,0.008876645006239414
f81,3,block128_oracle,256,256,16,32760,0.008791208791208791,0.08650249987840652,0.0366138331592083,0.9993295073509216,0.008876645006239414
f81,3,block128_oracle,256,256,32,32760,0.009768009768009768,0.0629943460226059,0.028065860271453857,0.9996060729026794,0.008876645006239414
f81,3,block128_oracle,256,256,64,32760,0.011721611721611722,0.03690563887357712,0.016611410304903984,0.999862015247345,0.008876645006239414
f81,3,token_topk_oracle,512,512,8,32760,0.016117216117216115,0.15422959625720978,0.03963308781385422,0.9992145895957947,0.032200343906879425
f81,3,token_topk_oracle,512,512,16,32760,0.016605616605616606,0.13423596322536469,0.028256628662347794,0.9996007680892944,0.032200343906879425
f81,3,token_topk_oracle,512,512,32,32760,0.017582417582417582,0.1180352047085762,0.02244676649570465,0.9997481107711792,0.032200343906879425
f81,3,token_topk_oracle,512,512,64,32760,0.019536019536019536,0.1018519401550293,0.017235450446605682,0.9998514652252197,0.032200343906879425
f81,3,block16_oracle,512,512,8,32760,0.016117216117216115,0.1315605640411377,0.05502796918153763,0.9984849095344543,0.01972527615725994
f81,3,block16_oracle,512,512,16,32760,0.016605616605616606,0.10763154923915863,0.03718648478388786,0.9993084073066711,0.01972527615725994
f81,3,block16_oracle,512,512,32,32760,0.017582417582417582,0.08918885141611099,0.02650349587202072,0.9996488094329834,0.01972527615725994
f81,3,block16_oracle,512,512,64,32760,0.019536019536019536,0.07249590009450912,0.017515644431114197,0.9998465776443481,0.01972527615725994
f81,3,block32_oracle,512,512,8,32760,0.016117216117216115,0.13177908957004547,0.0556994266808033,0.998447597026825,0.01864977553486824
f81,3,block32_oracle,512,512,16,32760,0.016605616605616606,0.10748226195573807,0.03829538822174072,0.999266505241394,0.01864977553486824
f81,3,block32_oracle,512,512,32,32760,0.017582417582417582,0.08741746842861176,0.02796083316206932,0.9996090531349182,0.01864977553486824
f81,3,block32_oracle,512,512,64,32760,0.019536019536019536,0.0689026415348053,0.01812678389251232,0.999835729598999,0.01864977553486824
f81,3,block64_oracle,512,512,8,32760,0.016117216117216115,0.12929296493530273,0.05506730079650879,0.9984827041625977,0.01802954263985157
f81,3,block64_oracle,512,512,16,32760,0.016605616605616606,0.10425172001123428,0.03809517249464989,0.9992741346359253,0.01802954263985157
f81,3,block64_oracle,512,512,32,32760,0.017582417582417582,0.08322080224752426,0.029203012585639954,0.9995734691619873,0.01802954263985157
f81,3,block64_oracle,512,512,64,32760,0.019536019536019536,0.062077853828668594,0.019385870546102524,0.9998121857643127,0.01802954263985157
f81,3,block128_oracle,512,512,8,32760,0.016117216117216115,0.12866583466529846,0.057388078421354294,0.9983518719673157,0.017635606229305267
f81,3,block128_oracle,512,512,16,32760,0.016605616605616606,0.10320182144641876,0.039944350719451904,0.9992019534111023,0.017635606229305267
f81,3,block128_oracle,512,512,32,32760,0.017582417582417582,0.07770716398954391,0.02971791848540306,0.9995582699775696,0.017635606229305267
f81,3,block128_oracle,512,512,64,32760,0.019536019536019536,0.049968402832746506,0.02046341449022293,0.999790608882904,0.017635606229305267
f81,3,token_topk_oracle,1024,1024,8,32760,0.031746031746031744,0.17891284823417664,0.034063152968883514,0.9994202852249146,0.05891929194331169
f81,3,token_topk_oracle,1024,1024,16,32760,0.03223443223443223,0.15827268362045288,0.023762768134474754,0.9997178316116333,0.05891929194331169
f81,3,token_topk_oracle,1024,1024,32,32760,0.03321123321123321,0.14050137996673584,0.020067894831299782,0.9997985363006592,0.05891929194331169
f81,3,token_topk_oracle,1024,1024,64,32760,0.035164835164835165,0.12260253727436066,0.017441099509596825,0.999847948551178,0.05891929194331169
f81,3,block16_oracle,1024,1024,8,32760,0.031746031746031744,0.15724676847457886,0.05481969192624092,0.9984963536262512,0.038407228887081146
f81,3,block16_oracle,1024,1024,16,32760,0.03223443223443223,0.13055187463760376,0.03837807849049568,0.9992632865905762,0.038407228887081146
f81,3,block16_oracle,1024,1024,32,32760,0.03321123321123321,0.11054252088069916,0.027563441544771194,0.9996200203895569,0.038407228887081146
f81,3,block16_oracle,1024,1024,64,32760,0.035164835164835165,0.09199792146682739,0.020070306956768036,0.999798595905304,0.038407228887081146
f81,3,block32_oracle,1024,1024,8,32760,0.031746031746031744,0.15737943351268768,0.05767500773072243,0.9983354806900024,0.036647897213697433
f81,3,block32_oracle,1024,1024,16,32760,0.03223443223443223,0.12993387877941132,0.04136328399181366,0.9991441965103149,0.036647897213697433
f81,3,block32_oracle,1024,1024,32,32760,0.03321123321123321,0.10817140340805054,0.02981627732515335,0.9995552897453308,0.036647897213697433
f81,3,block32_oracle,1024,1024,64,32760,0.035164835164835165,0.08776070177555084,0.02274860069155693,0.9997413158416748,0.036647897213697433
f81,3,block64_oracle,1024,1024,8,32760,0.031746031746031744,0.1560465693473816,0.053088124841451645,0.998589813709259,0.0356045626103878
f81,3,block64_oracle,1024,1024,16,32760,0.03223443223443223,0.128290593624115,0.043835822492837906,0.9990387558937073,0.0356045626103878
f81,3,block64_oracle,1024,1024,32,32760,0.03321123321123321,0.10539733618497849,0.03132455050945282,0.9995092749595642,0.0356045626103878
f81,3,block64_oracle,1024,1024,64,32760,0.035164835164835165,0.0827588215470314,0.023825954645872116,0.9997161626815796,0.0356045626103878
f81,3,block128_oracle,1024,1024,8,32760,0.031746031746031744,0.1539907604455948,0.05569842830300331,0.9984476566314697,0.034966763108968735
f81,3,block128_oracle,1024,1024,16,32760,0.03223443223443223,0.12375083565711975,0.04418346285820007,0.9990233778953552,0.034966763108968735
f81,3,block128_oracle,1024,1024,32,32760,0.03321123321123321,0.09766173362731934,0.03438916429877281,0.9994085431098938,0.034966763108968735
f81,3,block128_oracle,1024,1024,64,32760,0.035164835164835165,0.06801507622003555,0.02491840533912182,0.9996894598007202,0.034966763108968735
f81,4,token_topk_oracle,64,64,8,32760,0.002442002442002442,0.03003346174955368,0.06041838973760605,0.9985523223876953,0.8896902799606323
f81,4,token_topk_oracle,64,64,16,32760,0.0029304029304029304,0.028979843482375145,0.027466928586363792,0.9996278285980225,0.8896902799606323
f81,4,token_topk_oracle,64,64,32,32760,0.003907203907203907,0.027718527242541313,0.02537047676742077,0.9996805191040039,0.8896902799606323
f81,4,token_topk_oracle,64,64,64,32760,0.005860805860805861,0.025940436869859695,0.023313062265515327,0.9997291564941406,0.8896902799606323
f81,4,block16_oracle,64,64,8,32760,0.002442002442002442,0.2943976819515228,0.3385702669620514,0.9463422298431396,0.5977028608322144
f81,4,block16_oracle,64,64,16,32760,0.0029304029304029304,0.2906719446182251,0.33244454860687256,0.9479972720146179,0.5977028608322144
f81,4,block16_oracle,64,64,32,32760,0.003907203907203907,0.2839582860469818,0.32004570960998535,0.9512661695480347,0.5977028608322144
f81,4,block16_oracle,64,64,64,32760,0.005860805860805861,0.2721322476863861,0.3025345206260681,0.9559310674667358,0.5977028608322144
f81,4,block32_oracle,64,64,8,32760,0.002442002442002442,0.5253748893737793,0.5454270839691162,0.8483007550239563,0.410642147064209
f81,4,block32_oracle,64,64,16,32760,0.0029304029304029304,0.5193580389022827,0.5384287238121033,0.8520886301994324,0.410642147064209
f81,4,block32_oracle,64,64,32,32760,0.003907203907203907,0.5087513327598572,0.5274889469146729,0.8578226566314697,0.410642147064209
f81,4,block32_oracle,64,64,64,32760,0.005860805860805861,0.48952868580818176,0.5049847960472107,0.8695308566093445,0.410642147064209
f81,4,block64_oracle,64,64,8,32760,0.002442002442002442,0.6639627814292908,0.6749623417854309,0.7488738894462585,0.2974976897239685
